,Access_Level,Training_Completed,Code_postal,Email_Domain,EmployeeTargeted,Gender,Social_Media,behaviorPattern2,peerUsageMetric6,usageMetric2,usageMetric5,fraudTraining
1496,4,1.0,10000,ox.ac.uk,0.0,1,1.0,2,0,0,3,1
10836,0,1.0,10000,slideshare.net,1.0,1,0.0,2,0,0,4,0
10584,3,0.0,24999,ox.ac.uk,1.0,0,4.0,3,3,0,0,0
7242,1,1.0,10000,slideshare.net,1.0,0,0.0,1,5,0,0,0
274,2,1.0,54997,ehow.com,0.0,0,3.0,0,5,0,5,0
4643,1,1.0,24999,google.co.uk,0.0,0,0.0,0,4,1,5,1
413,1,0.0,24999,slideshare.net,1.0,0,2.0,1,3,2,6,1
12815,1,1.0,10000,ox.ac.uk,1.0,1,0.0,2,2,1,4,1
818,1,1.0,69996,ehow.com,1.0,1,0.0,1,5,1,6,0
7827,1,0.0,39998,ox.ac.uk,0.0,0,2.0,0,5,1,6,1
9873,2,1.0,24999,si.edu,0.0,0,2.0,1,5,1,7,1
5196,2,1.0,84995,slideshare.net,1.0,0,0.0,1,1,0,7,0
2470,2,0.0,10000,google.co.uk,1.0,1,1.0,1,6,1,5,0
11994,1,0.0,10000,google.co.uk,1.0,0,1.0,1,2,0,5,1
401,2,1.0,54997,slideshare.net,0.0,0,1.0,0,5,0,5,1
10827,1,1.0,24999,si.edu,1.0,1,1.0,1,4,1,6,1
1084,1,1.0,10000,si.edu,1.0,1,0.0,0,0,0,5,1
6469,3,0.0,24999,si.edu,1.0,1,0.0,1,0,0,3,1
11075,1,0.0,24999,si.edu,0.0,1,2.0,0,6,0,1,1
11087,2,0.0,39998,ox.ac.uk,1.0,0,2.0,3,1,0,0,1
2572,0,1.0,84995,si.edu,0.0,1,3.0,1,2,1,5,0
13826,0,0.0,10000,si.edu,1.0,1,0.0,0,1,0,4,0
7553,1,1.0,84995,si.edu,0.0,0,1.0,1,4,1,2,1
10086,6,1.0,10000,si.edu,1.0,1,1.0,1,5,2,6,0
3044,3,1.0,10000,ox.ac.uk,1.0,0,0.0,1,1,1,5,1
2258,1,1.0,24999,si.edu,1.0,1,1.0,2,0,0,6,1
6654,0,0.0,39998,ox.ac.uk,1.0,1,0.0,0,0,0,3,1
12941,4,1.0,24999,si.edu,1.0,1,0.0,1,4,2,5,0
12899,3,1.0,10000,si.edu,1.0,1,2.0,0,0,0,6,1
6590,0,1.0,39998,si.edu,0.0,0,1.0,0,1,2,3,1
6623,3,1.0,24999,ox.ac.uk,1.0,0,,2,5,0,1,1
3252,1,0.0,24999,ox.ac.uk,1.0,1,0.0,1,1,1,0,0
11003,0,0.0,10000,ox.ac.uk,1.0,1,0.0,0,1,0,1,1
2291,0,0.0,10000,slideshare.net,0.0,0,2.0,3,4,0,3,1
9556,5,1.0,39998,ox.ac.uk,1.0,1,0.0,1,0,0,3,0
611,4,1.0,84995,google.co.uk,0.0,1,0.0,0,4,1,5,1
3716,7,0.0,10000,ehow.com,1.0,0,2.0,0,2,1,7,1
13571,4,0.0,24999,si.edu,1.0,1,2.0,1,6,1,5,0
6787,2,1.0,54997,slideshare.net,0.0,0,1.0,1,2,2,6,1
5185,4,0.0,10000,ox.ac.uk,1.0,1,0.0,1,6,2,2,0
9624,2,0.0,10000,nsw.gov.au,1.0,0,0.0,0,0,1,4,1
2538,2,1.0,24999,google.co.uk,0.0,0,0.0,1,3,1,4,0
6176,1,0.0,10000,si.edu,1.0,1,2.0,0,0,1,4,1
9376,5,0.0,24999,si.edu,1.0,0,,1,1,0,1,1
932,2,0.0,24999,ox.ac.uk,1.0,0,1.0,0,0,1,1,1
5993,2,1.0,54997,slideshare.net,1.0,1,0.0,1,1,3,6,0
3227,3,0.0,10000,nsw.gov.au,1.0,0,0.0,2,3,0,3,1
11359,7,1.0,24999,ox.ac.uk,1.0,1,1.0,1,3,0,5,1
6249,6,1.0,10000,ehow.com,1.0,0,2.0,2,5,0,5,1
5343,1,1.0,10000,slideshare.net,1.0,1,1.0,0,1,0,7,1
1301,1,0.0,39998,ox.ac.uk,0.0,0,1.0,0,1,0,4,1
2097,4,0.0,69996,si.edu,1.0,1,1.0,1,2,1,3,0
13952,3,1.0,24999,slideshare.net,1.0,0,2.0,0,6,2,6,0
8098,3,0.0,24999,google.co.uk,1.0,1,0.0,1,2,2,3,0
346,2,1.0,39998,google.co.uk,1.0,0,1.0,2,4,0,0,0
12622,3,0.0,24999,google.co.uk,1.0,1,1.0,1,5,2,4,0
1318,1,0.0,10000,ox.ac.uk,1.0,0,0.0,1,4,2,6,1
13350,2,0.0,24999,si.edu,1.0,1,2.0,0,3,0,3,1
10303,2,1.0,54997,slideshare.net,1.0,1,0.0,0,1,0,6,0
2318,2,0.0,84995,ox.ac.uk,0.0,1,1.0,0,3,1,6,0
1906,2,1.0,10000,si.edu,1.0,0,1.0,1,2,1,4,0
609,3,1.0,10000,si.edu,1.0,0,1.0,1,2,0,0,0
12082,1,1.0,10000,si.edu,1.0,1,1.0,0,0,1,4,1
4360,5,1.0,10000,si.edu,1.0,1,0.0,2,6,1,6,0
5925,1,1.0,54997,slideshare.net,0.0,0,0.0,1,4,1,2,1
3770,3,0.0,39998,,0.0,0,1.0,3,3,0,5,0
322,2,0.0,10000,si.edu,1.0,0,2.0,2,2,1,4,0
5801,1,1.0,39998,si.edu,0.0,1,0.0,1,3,1,0,0
6643,2,1.0,24999,ox.ac.uk,1.0,1,2.0,0,4,1,3,1
10476,2,1.0,24999,si.edu,1.0,0,0.0,0,3,3,3,1
5468,4,0.0,39998,si.edu,1.0,0,1.0,1,6,2,0,1
3997,2,1.0,10000,nsw.gov.au,1.0,0,0.0,2,3,0,5,0
9397,2,0.0,54997,ox.ac.uk,0.0,0,0.0,0,3,2,3,1
10037,0,1.0,24999,ox.ac.uk,1.0,1,1.0,1,1,1,3,1
502,6,1.0,24999,si.edu,1.0,1,1.0,0,5,0,0,0
5608,2,0.0,10000,si.edu,1.0,0,0.0,0,3,0,1,1
11974,3,1.0,24999,ox.ac.uk,0.0,0,2.0,1,0,0,4,1
3214,0,0.0,69996,slideshare.net,1.0,1,1.0,1,4,1,4,0
12270,2,0.0,10000,google.co.uk,1.0,0,1.0,1,3,0,2,1
13843,4,0.0,39998,slideshare.net,1.0,0,1.0,0,3,1,2,1
9996,6,0.0,10000,ox.ac.uk,1.0,0,1.0,1,1,0,6,1
4582,3,1.0,10000,si.edu,1.0,0,0.0,0,4,0,7,0
1998,3,1.0,10000,nsw.gov.au,1.0,1,1.0,1,3,0,7,0
11768,3,1.0,24999,ox.ac.uk,1.0,1,0.0,0,1,0,7,0
12041,6,0.0,10000,google.co.uk,1.0,1,2.0,2,6,2,4,1
5639,0,1.0,39998,slideshare.net,1.0,1,1.0,0,5,1,0,1
1338,3,0.0,10000,si.edu,1.0,0,0.0,1,3,1,7,0
11917,4,0.0,84995,si.edu,0.0,1,0.0,0,1,0,3,1
4864,1,1.0,10000,slideshare.net,1.0,1,0.0,0,5,0,7,1
89,2,1.0,54997,ox.ac.uk,0.0,0,2.0,2,3,0,2,1
747,1,0.0,10000,si.edu,0.0,0,0.0,0,5,0,0,1
2278,5,1.0,24999,si.edu,1.0,1,1.0,2,4,1,3,0
7291,1,0.0,10000,si.edu,1.0,1,2.0,1,1,1,1,1
11268,1,0.0,10000,google.co.uk,1.0,1,0.0,1,1,2,2,0
7617,2,1.0,24999,si.edu,1.0,1,1.0,1,0,0,7,1
5253,3,1.0,39998,si.edu,0.0,0,2.0,2,6,1,1,1
3926,3,0.0,10000,si.edu,1.0,0,0.0,0,5,1,4,1
6975,1,0.0,54997,google.co.uk,1.0,0,1.0,0,5,2,1,1
7583,1,1.0,10000,ehow.com,1.0,1,0.0,0,1,2,1,0
927,2,0.0,10000,slideshare.net,1.0,1,0.0,0,2,0,2,1
3061,3,0.0,10000,si.edu,1.0,0,2.0,0,4,0,4,0
9273,2,1.0,39998,si.edu,1.0,1,2.0,0,0,0,2,1
5814,2,0.0,39998,ehow.com,0.0,0,3.0,1,4,0,3,1
12394,1,0.0,10000,,1.0,0,1.0,1,1,0,4,0
5038,1,0.0,39998,slideshare.net,0.0,0,1.0,0,5,1,7,1
4514,2,0.0,39998,ox.ac.uk,1.0,1,0.0,0,0,4,1,1
5175,2,0.0,10000,si.edu,1.0,1,0.0,0,0,0,5,1
3751,1,1.0,10000,si.edu,1.0,0,2.0,1,2,1,6,1
6588,1,0.0,10000,ehow.com,1.0,1,1.0,3,2,0,0,1
10772,4,0.0,10000,slideshare.net,1.0,0,1.0,3,3,1,2,1
90,3,1.0,39998,nsw.gov.au,1.0,1,0.0,0,6,1,3,1
6640,2,1.0,24999,si.edu,1.0,1,2.0,2,0,1,0,1
5158,1,0.0,24999,si.edu,1.0,0,0.0,3,2,0,0,1
12848,3,1.0,54997,google.co.uk,0.0,0,2.0,1,4,0,4,0
8679,1,0.0,10000,ox.ac.uk,1.0,0,0.0,1,1,0,5,1
3437,1,0.0,39998,si.edu,0.0,0,1.0,0,6,1,7,1
13032,1,0.0,24999,si.edu,1.0,1,0.0,0,1,0,4,1
13333,4,0.0,24999,slideshare.net,0.0,0,1.0,0,2,0,5,1
4019,0,0.0,39998,nsw.gov.au,1.0,1,2.0,1,2,0,7,1
11968,1,1.0,39998,slideshare.net,1.0,1,1.0,0,5,1,6,0
9855,3,1.0,10000,slideshare.net,1.0,1,0.0,1,1,0,7,0
6392,2,0.0,10000,slideshare.net,1.0,1,0.0,1,4,2,4,0
13585,3,0.0,10000,ehow.com,1.0,1,1.0,0,6,0,1,1
1477,3,1.0,54997,ox.ac.uk,0.0,0,0.0,1,2,1,7,1
336,0,0.0,24999,si.edu,1.0,0,0.0,2,0,1,0,0
11932,1,1.0,54997,nsw.gov.au,1.0,1,1.0,0,2,0,6,0
10151,0,0.0,24999,slideshare.net,1.0,1,1.0,2,3,0,4,0
6875,1,1.0,84995,si.edu,1.0,0,0.0,0,1,0,0,0
2611,0,,39998,si.edu,1.0,1,1.0,0,3,1,1,1
9092,0,1.0,39998,slideshare.net,0.0,0,0.0,1,4,0,6,0
12342,3,0.0,39998,si.edu,1.0,1,1.0,2,4,1,0,0
327,1,1.0,10000,si.edu,0.0,0,0.0,2,6,0,7,1
3766,3,0.0,39998,slideshare.net,0.0,0,0.0,3,6,1,6,0
5906,2,0.0,10000,si.edu,1.0,1,2.0,1,0,0,1,0
3029,2,1.0,54997,slideshare.net,0.0,0,2.0,0,4,0,2,1
776,6,1.0,24999,si.edu,1.0,1,1.0,2,2,0,1,0
6870,7,1.0,84995,si.edu,0.0,0,0.0,0,4,0,5,0
11159,4,0.0,10000,si.edu,1.0,0,2.0,1,0,1,0,1
11265,1,1.0,10000,slideshare.net,1.0,1,0.0,0,2,0,3,1
5539,3,1.0,24999,si.edu,1.0,0,0.0,1,5,0,3,0
13645,2,1.0,39998,si.edu,1.0,1,1.0,0,1,0,7,0
9748,1,1.0,24999,si.edu,1.0,0,0.0,0,6,1,3,1
3552,1,0.0,84995,,1.0,1,0.0,4,3,1,2,0
1356,1,0.0,10000,ehow.com,1.0,0,0.0,1,1,1,4,0
5014,1,1.0,39998,si.edu,1.0,1,0.0,0,0,2,0,0
3777,2,1.0,10000,ox.ac.uk,1.0,1,0.0,1,2,0,5,1
9839,2,0.0,39998,ox.ac.uk,1.0,0,0.0,3,1,0,2,0
13424,4,0.0,10000,si.edu,1.0,1,0.0,1,6,1,1,0
4008,3,0.0,84995,si.edu,0.0,1,2.0,2,4,1,5,1
2521,3,0.0,84995,ox.ac.uk,1.0,1,0.0,2,4,2,4,0
9598,7,1.0,10000,si.edu,1.0,1,1.0,2,1,0,6,1
4036,1,,24999,si.edu,1.0,0,1.0,1,6,4,7,0
3753,0,0.0,54997,ox.ac.uk,0.0,0,0.0,1,4,0,6,1
4743,5,0.0,24999,si.edu,1.0,1,0.0,0,6,0,2,0
3840,2,1.0,39998,si.edu,1.0,1,2.0,0,1,1,3,1
2261,4,1.0,39998,slideshare.net,0.0,0,0.0,1,5,0,6,0
10547,1,0.0,24999,si.edu,1.0,1,0.0,1,5,0,0,1
12920,6,1.0,69996,ox.ac.uk,1.0,1,0.0,3,5,1,1,0
7321,0,0.0,84995,google.co.uk,1.0,1,0.0,0,2,2,0,1
4334,4,0.0,54997,google.co.uk,1.0,0,0.0,0,2,2,4,1
3872,4,1.0,10000,si.edu,1.0,1,0.0,0,1,4,5,0
1939,3,0.0,54997,slideshare.net,0.0,1,1.0,0,2,1,3,0
4199,0,0.0,84995,si.edu,0.0,0,0.0,3,4,4,4,1
13573,6,1.0,24999,google.co.uk,1.0,0,0.0,0,6,0,4,0
10817,5,0.0,54997,google.co.uk,0.0,0,0.0,1,4,0,6,0
11552,7,1.0,24999,slideshare.net,1.0,1,1.0,0,3,1,6,0
6754,2,1.0,10000,ehow.com,1.0,1,0.0,1,4,0,0,0
10801,4,0.0,39998,si.edu,0.0,0,0.0,0,1,0,6,0
11174,4,1.0,10000,ox.ac.uk,0.0,1,3.0,1,6,1,1,1
7090,2,1.0,39998,google.co.uk,1.0,1,1.0,0,0,0,2,0
3894,3,0.0,39998,si.edu,1.0,0,0.0,0,4,2,4,1
112,4,0.0,10000,si.edu,1.0,0,1.0,0,0,0,4,1
6301,2,0.0,10000,nsw.gov.au,1.0,1,0.0,0,3,1,6,0
8613,3,0.0,24999,si.edu,0.0,0,0.0,1,6,0,5,1
1143,1,1.0,39998,ox.ac.uk,1.0,1,2.0,1,5,3,2,1
9830,0,1.0,24999,si.edu,1.0,1,1.0,1,5,2,2,1
5146,0,1.0,10000,slideshare.net,1.0,1,0.0,1,1,0,5,1
9548,2,1.0,10000,google.co.uk,1.0,0,1.0,0,0,0,0,1
6447,3,0.0,10000,slideshare.net,1.0,1,1.0,0,5,1,4,1
8344,5,0.0,84995,ox.ac.uk,0.0,0,2.0,0,3,2,7,1
6782,0,1.0,24999,slideshare.net,1.0,0,1.0,0,6,1,1,0
3098,1,1.0,10000,si.edu,1.0,0,1.0,2,2,1,6,1
6093,3,0.0,69996,slideshare.net,0.0,1,1.0,2,2,0,2,1
1046,0,0.0,84995,ehow.com,0.0,1,1.0,0,0,0,2,0
9104,4,0.0,10000,si.edu,1.0,1,1.0,1,3,0,2,1
8901,1,0.0,39998,ehow.com,0.0,0,0.0,0,6,0,5,0
11775,1,1.0,10000,si.edu,1.0,1,2.0,2,6,0,2,1
7970,4,0.0,24999,slideshare.net,1.0,1,0.0,1,5,0,5,0
6896,3,1.0,10000,slideshare.net,1.0,0,2.0,1,3,2,0,0
3832,2,0.0,10000,si.edu,1.0,1,1.0,1,3,0,1,0
12228,2,1.0,84995,google.co.uk,1.0,1,1.0,1,6,2,6,0
9505,1,1.0,24999,slideshare.net,1.0,1,1.0,1,3,0,1,1
3957,3,1.0,10000,si.edu,1.0,0,0.0,0,4,1,4,0
13685,1,0.0,24999,google.co.uk,1.0,0,1.0,1,3,2,5,0
1433,1,0.0,39998,slideshare.net,0.0,0,0.0,0,3,0,6,0
10098,6,1.0,10000,ox.ac.uk,1.0,0,0.0,1,5,0,3,1
2878,3,1.0,39998,si.edu,1.0,0,1.0,0,6,1,3,0
25,1,1.0,39998,si.edu,1.0,1,0.0,1,3,2,3,0
13031,2,1.0,54997,si.edu,0.0,1,2.0,0,5,0,6,0
5415,1,0.0,24999,si.edu,1.0,0,3.0,0,1,3,0,0
3504,2,1.0,39998,si.edu,0.0,0,1.0,1,3,0,2,1
4165,5,1.0,10000,slideshare.net,1.0,1,0.0,0,5,1,4,0
10820,4,0.0,10000,ox.ac.uk,1.0,0,1.0,0,6,2,1,1
3629,2,0.0,10000,si.edu,1.0,1,0.0,1,4,2,6,1
542,3,0.0,39998,ox.ac.uk,1.0,0,0.0,1,5,1,6,0
5087,2,0.0,10000,ehow.com,1.0,0,1.0,0,0,1,1,0
4124,0,1.0,24999,si.edu,1.0,1,0.0,0,4,1,1,1
11746,3,,69996,si.edu,0.0,0,0.0,2,4,0,4,0
11831,1,1.0,24999,si.edu,0.0,0,,1,0,1,6,1
5729,3,0.0,24999,si.edu,1.0,0,2.0,2,3,1,2,1
10595,1,1.0,10000,slideshare.net,0.0,0,0.0,0,6,0,6,1
5097,2,1.0,10000,slideshare.net,1.0,0,0.0,0,3,1,7,1
1227,1,0.0,39998,si.edu,0.0,0,0.0,0,0,1,6,1
12418,6,1.0,84995,,0.0,0,1.0,1,3,0,1,1
3113,7,1.0,10000,si.edu,1.0,1,0.0,0,3,1,4,1
13187,1,0.0,10000,slideshare.net,1.0,0,0.0,1,4,1,5,0
9432,2,0.0,39998,si.edu,1.0,1,3.0,2,6,0,2,1
11937,2,0.0,84995,si.edu,0.0,1,0.0,2,1,0,5,0
11054,0,0.0,54997,slideshare.net,0.0,0,1.0,1,0,0,5,0
8055,0,0.0,39998,si.edu,0.0,0,0.0,0,0,1,7,1
6049,3,1.0,10000,slideshare.net,1.0,1,1.0,0,4,0,7,0
12213,6,1.0,10000,ox.ac.uk,1.0,0,1.0,2,3,1,6,1
2992,5,1.0,39998,slideshare.net,0.0,1,0.0,0,1,0,7,1
8875,2,0.0,39998,ehow.com,0.0,0,0.0,1,5,0,6,1
4254,2,0.0,69996,si.edu,1.0,1,2.0,1,2,1,5,0
8482,3,0.0,10000,si.edu,0.0,1,0.0,1,0,1,3,0
5124,1,1.0,54997,ox.ac.uk,0.0,0,0.0,1,1,2,4,1
6702,1,0.0,24999,si.edu,0.0,0,1.0,2,6,0,6,0
11358,0,1.0,24999,google.co.uk,1.0,0,1.0,2,6,0,0,0
3378,2,1.0,24999,slideshare.net,1.0,1,0.0,1,2,0,5,1
4421,0,1.0,10000,si.edu,1.0,0,2.0,0,3,1,0,0
6028,3,1.0,24999,si.edu,1.0,1,0.0,0,6,1,2,1
6142,2,1.0,10000,si.edu,1.0,0,2.0,1,0,2,2,1
9482,0,1.0,39998,ox.ac.uk,1.0,0,0.0,2,2,2,3,0
4358,3,,10000,si.edu,1.0,0,1.0,3,1,0,1,1
12343,3,0.0,84995,si.edu,0.0,1,2.0,0,0,1,3,1
11347,3,1.0,24999,slideshare.net,0.0,0,0.0,1,5,0,3,1
304,3,1.0,84995,si.edu,0.0,1,2.0,1,1,1,2,1
13629,1,1.0,24999,si.edu,1.0,0,0.0,1,4,2,1,1
4370,2,1.0,39998,slideshare.net,1.0,1,1.0,0,5,1,0,1
5642,1,1.0,10000,ox.ac.uk,1.0,1,0.0,3,4,1,3,0
6539,1,1.0,39998,slideshare.net,0.0,0,0.0,0,5,2,7,0
11546,3,0.0,10000,ehow.com,1.0,1,1.0,0,2,1,1,1
6402,2,0.0,10000,si.edu,1.0,0,1.0,1,4,2,3,1
9743,2,1.0,10000,slideshare.net,1.0,0,2.0,0,1,1,1,0
7965,6,0.0,10000,si.edu,1.0,1,1.0,0,0,2,7,1
1131,4,1.0,84995,ehow.com,0.0,0,1.0,3,3,0,4,0
9366,0,0.0,10000,slideshare.net,1.0,1,1.0,1,5,0,3,0
858,4,1.0,69996,si.edu,0.0,0,2.0,1,4,2,6,0
2564,3,0.0,10000,ox.ac.uk,1.0,1,0.0,0,4,1,3,0
12853,3,0.0,10000,si.edu,1.0,0,0.0,2,2,0,1,1
3737,2,1.0,10000,google.co.uk,1.0,0,1.0,1,0,0,4,1
894,2,0.0,10000,slideshare.net,1.0,0,1.0,0,1,1,4,1
13007,4,0.0,24999,ehow.com,1.0,0,1.0,0,3,2,7,1
3622,5,0.0,24999,si.edu,1.0,1,1.0,2,2,1,3,0
5597,3,1.0,10000,si.edu,1.0,0,0.0,0,4,0,7,0
5982,3,0.0,10000,si.edu,1.0,0,0.0,1,2,1,3,1
2516,3,0.0,24999,si.edu,1.0,1,0.0,1,5,0,1,1
5251,3,1.0,24999,si.edu,0.0,0,0.0,0,0,0,7,0
9740,5,0.0,39998,ox.ac.uk,1.0,1,0.0,0,5,0,7,0
13942,2,0.0,10000,ox.ac.uk,1.0,1,4.0,1,1,0,1,1
13814,1,0.0,10000,google.co.uk,1.0,0,2.0,0,0,0,3,1
634,1,0.0,24999,si.edu,1.0,0,0.0,0,4,0,1,1
4921,2,0.0,39998,ox.ac.uk,1.0,0,1.0,0,3,0,3,0
3420,5,0.0,69996,si.edu,0.0,0,1.0,0,4,2,6,1
8692,0,1.0,39998,google.co.uk,0.0,0,1.0,0,3,1,6,1
12105,1,1.0,24999,si.edu,1.0,0,0.0,0,1,2,3,0
11503,5,0.0,10000,slideshare.net,1.0,1,2.0,0,5,1,2,0
8552,1,1.0,10000,slideshare.net,1.0,0,3.0,3,5,1,3,1
8095,3,0.0,24999,google.co.uk,1.0,0,0.0,1,0,2,6,1
1759,4,1.0,54997,si.edu,0.0,0,0.0,1,2,0,5,1
1049,3,0.0,39998,si.edu,1.0,1,1.0,2,6,0,1,0
5703,1,0.0,10000,google.co.uk,1.0,0,2.0,0,1,1,4,1
6901,2,1.0,10000,slideshare.net,1.0,0,0.0,2,3,0,2,0
13363,3,0.0,10000,si.edu,1.0,1,1.0,0,4,0,4,0
11773,0,1.0,10000,si.edu,1.0,0,3.0,1,2,2,3,0
10466,2,1.0,39998,si.edu,1.0,1,2.0,0,1,0,6,1
8407,0,0.0,10000,si.edu,1.0,1,3.0,0,2,1,2,0
4236,3,0.0,24999,si.edu,1.0,1,1.0,0,0,0,2,1
5138,2,1.0,39998,ox.ac.uk,1.0,1,1.0,1,2,0,3,1
4809,4,1.0,24999,si.edu,0.0,0,4.0,1,0,1,6,1
11290,2,0.0,39998,slideshare.net,1.0,1,1.0,2,2,1,7,1
11830,1,1.0,39998,nsw.gov.au,1.0,0,0.0,0,0,1,2,0
887,3,0.0,24999,nsw.gov.au,1.0,0,3.0,0,1,3,5,1
13737,3,0.0,39998,slideshare.net,0.0,0,2.0,0,3,1,6,1
695,6,0.0,54997,ox.ac.uk,0.0,0,0.0,1,2,1,1,1
9646,4,1.0,10000,si.edu,1.0,0,0.0,1,4,0,0,1
11826,4,0.0,24999,ox.ac.uk,1.0,0,0.0,0,6,1,5,0
7580,4,0.0,69996,ox.ac.uk,0.0,1,2.0,1,2,1,7,1
1372,0,0.0,39998,slideshare.net,1.0,1,1.0,1,6,0,3,1
7241,4,0.0,10000,slideshare.net,1.0,1,0.0,0,0,1,4,0
5337,1,1.0,69996,si.edu,0.0,0,0.0,1,5,0,4,0
10391,1,0.0,39998,slideshare.net,1.0,0,0.0,1,3,1,2,0
507,2,1.0,69996,slideshare.net,0.0,0,0.0,1,3,0,2,1
3059,2,0.0,69996,si.edu,1.0,1,3.0,2,0,1,0,1
9641,2,1.0,54997,si.edu,0.0,0,1.0,0,3,0,3,0
13207,1,1.0,69996,si.edu,0.0,0,1.0,0,1,1,0,0
10131,3,0.0,24999,slideshare.net,1.0,0,0.0,1,4,0,6,0
133,0,0.0,10000,slideshare.net,0.0,0,1.0,1,1,0,7,1
4207,0,1.0,24999,google.co.uk,1.0,1,1.0,0,3,0,5,1
8205,2,0.0,10000,slideshare.net,1.0,1,0.0,1,5,1,6,1
2659,3,1.0,24999,google.co.uk,1.0,1,3.0,1,2,1,7,0
11255,0,0.0,54997,ehow.com,0.0,0,0.0,1,4,0,6,0
3608,4,0.0,39998,si.edu,0.0,0,1.0,0,2,1,6,1
13896,3,0.0,69996,ox.ac.uk,1.0,1,1.0,0,6,4,5,0
9039,0,1.0,69996,si.edu,1.0,1,1.0,0,6,2,7,0
12888,3,0.0,84995,ox.ac.uk,0.0,0,0.0,2,4,1,6,1
9180,1,0.0,69996,slideshare.net,0.0,0,3.0,0,5,0,0,1
10165,1,0.0,10000,slideshare.net,1.0,1,1.0,2,6,0,4,1
36,2,1.0,69996,ox.ac.uk,0.0,0,1.0,1,3,1,1,1
13192,2,0.0,84995,ox.ac.uk,1.0,1,0.0,1,3,1,0,0
4810,4,1.0,10000,si.edu,1.0,0,1.0,0,1,0,6,0
12897,3,0.0,24999,ehow.com,1.0,1,1.0,1,6,1,1,0
1835,0,1.0,24999,ehow.com,1.0,0,1.0,1,6,2,7,1
2903,3,1.0,39998,ox.ac.uk,1.0,1,0.0,0,5,0,0,0
167,2,0.0,54997,ox.ac.uk,0.0,0,0.0,2,5,0,6,1
9952,7,1.0,24999,si.edu,1.0,1,0.0,0,0,0,1,0
11254,2,1.0,10000,si.edu,0.0,0,3.0,1,1,0,3,1
7258,3,0.0,84995,ox.ac.uk,0.0,0,1.0,0,4,0,7,1
5981,3,1.0,10000,ox.ac.uk,0.0,0,1.0,2,3,0,7,1
11026,3,1.0,39998,,0.0,0,0.0,3,3,0,6,0
2146,1,1.0,69996,google.co.uk,0.0,1,0.0,1,2,0,7,0
8639,1,0.0,39998,si.edu,0.0,0,2.0,1,5,1,2,1
7267,4,0.0,24999,si.edu,0.0,0,3.0,0,6,0,6,1
1395,1,1.0,69996,slideshare.net,0.0,1,0.0,3,5,0,4,1
10854,2,0.0,24999,google.co.uk,1.0,1,1.0,2,3,0,1,1
12395,0,1.0,10000,si.edu,1.0,0,0.0,2,4,2,0,1
13025,1,1.0,10000,nsw.gov.au,1.0,1,1.0,0,2,0,2,0
5537,2,1.0,10000,slideshare.net,1.0,1,0.0,0,0,1,4,1
2940,2,0.0,10000,slideshare.net,1.0,1,2.0,0,0,1,6,0
688,2,1.0,54997,slideshare.net,0.0,1,1.0,0,0,0,4,1
9120,1,0.0,54997,ox.ac.uk,1.0,1,1.0,1,6,1,4,0
4720,1,0.0,24999,si.edu,1.0,1,2.0,1,3,1,1,1
819,4,1.0,24999,si.edu,1.0,0,0.0,1,5,0,0,0
12587,1,0.0,24999,slideshare.net,1.0,1,1.0,0,0,0,7,0
2546,2,0.0,39998,slideshare.net,0.0,0,3.0,0,3,1,7,0
7208,1,0.0,24999,slideshare.net,1.0,1,0.0,0,4,2,1,0
884,4,1.0,10000,slideshare.net,1.0,1,1.0,2,1,1,6,0
34,1,0.0,39998,si.edu,1.0,0,0.0,0,3,0,2,1
10125,3,1.0,10000,si.edu,1.0,0,0.0,1,4,1,6,1
7671,0,0.0,39998,ox.ac.uk,1.0,1,1.0,1,6,1,2,0
11028,1,1.0,10000,nsw.gov.au,1.0,1,0.0,1,2,0,7,1
7824,3,0.0,54997,slideshare.net,0.0,0,0.0,0,4,1,2,1
10265,2,0.0,10000,slideshare.net,1.0,1,1.0,1,3,0,0,0
9159,1,0.0,24999,ox.ac.uk,1.0,0,1.0,1,5,2,5,1
11967,3,1.0,69996,ox.ac.uk,1.0,1,1.0,0,3,0,4,0
6672,2,1.0,10000,ox.ac.uk,1.0,0,1.0,1,3,1,4,1
6682,2,1.0,24999,si.edu,1.0,1,2.0,0,5,0,1,0
10444,3,0.0,69996,slideshare.net,0.0,0,4.0,0,3,0,0,0
13915,1,1.0,10000,slideshare.net,1.0,1,1.0,0,3,0,2,0
5641,0,1.0,24999,si.edu,1.0,1,3.0,1,6,0,6,0
2877,0,0.0,10000,ehow.com,1.0,1,0.0,0,2,2,0,0
387,2,1.0,24999,si.edu,0.0,0,1.0,1,2,0,6,1
7438,1,1.0,39998,si.edu,1.0,1,1.0,2,5,0,1,1
3817,2,0.0,39998,ehow.com,1.0,1,0.0,1,6,1,0,0
12381,3,1.0,24999,si.edu,0.0,0,0.0,4,0,0,1,0
763,1,0.0,10000,ehow.com,1.0,1,0.0,2,6,0,3,1
10619,3,0.0,24999,ehow.com,1.0,1,2.0,0,4,0,6,0
4693,4,,24999,slideshare.net,1.0,1,4.0,0,5,1,6,1
2719,0,0.0,10000,google.co.uk,1.0,0,1.0,2,1,2,5,0
6054,7,0.0,39998,slideshare.net,0.0,0,0.0,1,0,0,6,1
3721,4,0.0,69996,nsw.gov.au,0.0,0,0.0,1,6,0,3,0
1660,0,,10000,si.edu,1.0,1,2.0,0,1,1,0,1
